id,villeLowerCase,zipCode
21290,avocourt,55270
21291,dompierre aux bois,55300
21292,gincrey,55400
21293,nancois sur ornain,55500
21294,les souhesmes rampont,55220
21295,heippes,55220
21296,fresnes en woevre,55160
21297,rupt en woevre,55320
21298,brabant en argonne,55120
21299,chalaines,55140
21300,les hauts de chee,55000
21301,beaumont en verdunois,55100
21302,longeville en barrois,55000
21303,lahaymeix,55260
21304,silmont,55000
21305,burey la cote,55140
21306,waly,55250
21307,vauquois,55270
21308,ronvaux,55160
21309,lavoye,55120
21310,les paroches,55300
21311,saint remy la calonne,55160
21312,les islettes,55120
21313,nouillonpont,55230
21314,bouquemont,55300
21315,dommartin la montagne,55160
21316,saint andre en barrois,55220
21317,ourches sur meuse,55190
21318,beurey sur saulx,55000
21319,avioth,55600
21320,menaucourt,55500
21321,chanteraine,55500
21322,haudiomont,55160
21323,meligny le grand,55190
21324,senoncourt les maujouy,55220
21325,dompcevrin,55300
21326,thonne la long,55600
21327,longeaux,55500
21328,very,55270
21329,wavrille,55150
21330,broussey raulecourt,55200
21331,saint mihiel,55300
21332,revigny sur ornain,55800
21333,dombasle en argonne,55120
21334,koeur la petite,55300
21335,neuville sur ornain,55800
21336,mogneville,55800
21337,noyers auzecourt,55800
21338,val d ornain,55000
21339,nicey sur aire,55260
21340,dagonville,55500
21341,villers devant dun,55110
21342,saint maurice sous les cotes,55210
21343,spincourt,55230
21344,marcheville en woevre,55160
21345,flassigny,55600
21346,vigneulles les hattonchatel,55210
21347,longchamps sur aire,55260
21348,les roises,55130
21349,forges sur meuse,55110
21350,autreville saint lambert,55700
21351,brixey aux chanoines,55140
21352,luzy saint martin,55700
21353,marson sur barboure,55190
21354,couvonges,55800
21355,salmagne,55000
21356,reffroy,55190
21357,combres sous les cotes,55160
21358,ecurey en verdunois,55150
21359,nonsard lamarche,55210
21360,dainville bertheleville,55130
21361,vaux les palameix,55300
21362,maulan,55500
21363,dammarie sur saulx,55500
21364,brouennes,55700
21365,cheppy,55270
21366,gimecourt,55260
21367,lignieres sur aire,55260
21368,chaumont sur aire,55260
21369,varennes en argonne,55270
21370,rigny la salle,55140
21371,chonville malaumont,55200
21372,recourt le creux,55220
21373,seuil d argonne,55250
21374,pouilly sur meuse,55700
21375,chauvency le chateau,55600
21376,marville,55600
21377,vilosnes haraumont,55110
21378,gouraincourt,55230
21379,aincreville,55110
21380,douaumont,55100
21381,jouy en argonne,55120
21382,recicourt,55120
21383,les trois domaines,55220
21384,domremy la canne,55240
21385,vaudoncourt,55230
21386,peillac,56220
21387,beignon,56380
21388,saint dolay,56130
21389,neulliac,56300
21390,le guerno,56190
21391,plouray,56770
21392,la vraie croix,56250
21393,moustoir ac,56500
21394,trefflean,56250
21395,melrand,56310
21396,limerzel,56220
21397,ile d arz,56840
21398,gestel,56830
21399,la chapelle neuve,56500
21400,thehillac,56130
21401,malansac,56220
21402,auray,56400
21403,augan,56800
21404,la trinite surzur,56190
21405,monterblanc,56250
21406,questembert,56230
21407,queven,56530
21408,la trinite sur mer,56470
21409,molac,56230
21410,ile aux moines,56780
21411,la gacilly,56200
21412,la croix hellean,56120
21413,theix,56450
21414,bieuzy,56310
21415,sarzeau,56370
21416,ferel,56130
21417,erdeven,56410
21418,locmalo,56160
21419,carnac,56340
21420,kerfourn,56920
21421,ploerdut,56160
21422,cleguerec,56480
21423,pleugriffet,56120
21424,kernascleden,56540
21425,hellean,56120
21426,saint abraham,56140
21427,saint gildas de rhuys,56730
21428,le cours,56230
21429,lanvaudan,56240
21430,tredion,56250
21431,moreac,56500
21432,cournon,56200
21433,meslan,56320
21434,pontivy,56300
21435,lorient,56100
21436,merlevenez,56700
21437,la chapelle caro,56460
21438,locmariaquer,56740
21439,saint congard,56140
21440,le sourn,56300
21441,carentoir,56910
21442,guiscriff,56560
21443,locmaria,56360
21444,saint perreux,56350
21445,berne,56240
21446,riantec,56670
21447,landaul,56690
21448,saint thuriau,56300
21449,quelneuc,56910
21450,guenin,56150
21451,locmaria grand champ,56390
21452,saint brieuc de mauron,56430
21453,gourin,56110
21454,mauron,56430
21455,billio,56420
21456,serent,56460
21457,lizio,56460
21458,buleon,56420
21459,quily,56800
21460,bignan,56500
21461,saint malo des trois fontaines,56490
21462,locmiquelic,56570
21463,reminiac,56140
21464,guemene sur scorff,56160
21465,plumelec,56420
21466,les fougerets,56200
21467,baden,56870
21468,port louis,56290
21469,malestroit,56140
21470,saint gorgon,56350
21471,sauzon,56360
21472,sainte anne d auray,56400
21473,saint jean brevelay,56660
21474,vannes,56000
21475,le saint,56110
21476,arradon,56610
21477,marzan,56130
21478,gourhel,56800
21479,guegon,56120
21480,sene,56860
21481,landevant,56690
21482,brehan,56580
21483,saint marcel,56140
21484,cleguer,56620
21485,loyat,56800
21486,guehenno,56420
21487,caudan,56850
21488,damgan,56750
21489,trehorenteuc,56430
21490,lanester,56600
21491,hennebont,56700
21492,saint caradec tregomel,56540
21493,glenac,56200
21494,lauzach,56190
21495,languidic,56440
21496,concoret,56430
21497,brandivy,56390
21498,caden,56220
21499,saint grave,56220
21500,ploeren,56880
21501,la trinite porhoet,56710
21502,meucon,56890
21503,pleucadeuc,56140
21504,saint allouestre,56500
21505,surzur,56450
21506,le croisty,56540
21507,ambon,56190
21508,ile d houat,56170
21509,caro,56140
21510,kergrist,56300
21511,arzon,56640
21512,beganne,56350
21513,ploemeur,56270
21514,la roche bernard,56130
21515,plumeliau,56930
21516,nivillac,56130
21517,sulniac,56250
21518,radenac,56500
21519,bono,56400
21520,camoel,56130
21521,calan,56240
21522,locqueltas,56390
21523,missiriac,56140
21524,campeneac,56800
21525,larmor plage,56260
21526,le roc saint andre,56460
21527,larmor baden,56870
21528,saint malo de beignon,56380
21529,branderion,56700
21530,reguiny,56500
21531,sainte helene,56700
21532,monteneuf,56380
21533,ruffiac,56140
21534,plouharnel,56340
21535,etel,56410
21536,montertelot,56800
21537,moustoir remungol,56500
21538,noyal pontivy,56920
21539,croixanvec,56920
21540,josselin,56120
21541,saint laurent sur oust,56140
21542,plouay,56240
21543,saint gonnery,56920
21544,saint nolff,56250
21545,saint philibert,56470
21546,le tour du parc,56370
21547,bangor,56360
21548,saint gerand,56920
21549,la chapelle gaceline,56200
21550,lanouee,56120
21551,plougoumelen,56400
21552,taupont,56800
21553,billiers,56190
21554,inguiniel,56240
21555,priziac,56320
21556,langonnet,56630
21557,seglien,56160
21558,gueltas,56920
21559,persquen,56160
21560,grand champ,56390
21561,rohan,56580
21562,lanvenegen,56320
21563,guidel,56520
21564,malguenac,56300
21565,guillac,56800
21566,bubry,56310
21567,saint aignan,56480
21568,sainte brigitte,56480
21569,pluneret,56400
21570,ploermel,56800
21571,le hezo,56450
21572,cruguel,56420
21573,saint pierre quiberon,56510
21574,gavres,56290
21575,neant sur yvel,56430
21576,inzinzac lochrist,56650
21577,plumelin,56500
21578,saint tugdual,56540
21579,guer,56380
21580,evriguet,56490
21581,le faouet,56320
21582,langoelan,56160
21583,hoedic,56170
21584,brignac,56430
21585,quistinic,56310
21586,guern,56310
21587,lantillac,56120
21588,camors,56330
21589,la gree saint laurent,56120
21590,plescop,56890
21591,saint martin sur oust,56200
21592,brech,56400
21593,saint nicolas du tertre,56910
21594,pluherlin,56220
21595,rochefort en terre,56220
21596,noyal muzillac,56190
21597,arzal,56190
21598,guilliers,56490
21599,le palais,56360
21600,saint armel,56450
21601,pluvigner,56330
21602,monterrein,56800
21603,saint lery,56430
21604,meneac,56490
21605,plaudren,56420
21606,pont scorff,56620
21607,plouhinec,56680
21608,mohon,56490
21609,groix,56590
21610,locmine,56500
21611,saint jacut les pins,56220
21612,penestin,56760
21613,belz,56550
21614,baud,56150
21615,saint guyomard,56460
21616,ploemel,56400
21617,plumergat,56400
21618,noyalo,56450
21619,bohal,56140
21620,quiberon,56170
21621,berric,56230
21622,larre,56230
21623,saint servant,56120
21624,saint jean la poterie,56350
21625,treal,56140
21626,locoal mendon,56550
21627,saint vincent sur oust,56350
21628,elven,56250
21629,crach,56950
21630,saint ave,56890
21631,silfiac,56480
21632,les forges,56120
21633,nostang,56690
21634,credin,56580
21635,naizin,56500
21636,saint barthelemy,56150
21637,rieux,56350
21638,roudouallec,56110
21639,porcaro,56380
21640,muzillac,56190
21641,remungol,56500
21642,kervignac,56700
21643,colpo,56390
21644,lignol,56160
21645,peaule,56130
21646,allaire,56350
21647,attilloncourt,57170
21648,berthelming,57930
21649,juvelize,57630
21650,aboncourt sur seille,57590
21651,ajoncourt,57590
21652,roncourt,57860
21653,arzviller,57400
21654,guinzeling,57670
21655,behren les forbach,57460
21656,loutzviller,57720
21657,haut clocher,57400
21658,bazoncourt,57530
21659,ippling,57990
21660,blies ebersing,57200
21661,henridorff,57820
21662,val de bride,57260
21663,haute kontz,57480
21664,xouaxange,57830
21665,niderviller,57116
21666,lidrezing,57340
21667,maizieres les vic,57810
21668,beyren les sierck,57570
21669,chateau salins,57170
21670,voyer,57560
21671,fribourg,57810
21672,delme,57590
21673,volmunster,57720
21674,phalsbourg,57370
21675,teterchen,57220
21676,guebenhouse,57510
21677,obergailbach,57720
21678,guermange,57810
21679,ottonville,57220
21680,bourgaltroff,57260
21681,bioncourt,57170
21682,barst,57450
21683,ley,57810
21684,manom,57100
21685,saint quirin,57560
21686,givrycourt,57670
21687,ibigny,57830
21688,roussy le village,57330
21689,fey,57420
21690,saint francois lacroix,57320
21691,foulcrey,57830
21692,buchy,57420
21693,beux,57580
21694,marly,57155
21695,hallering,57690
21696,mecleuves,57245
21697,villers stoncourt,57530
21698,hauconcourt,57210
21699,metzervisse,57940
21700,stiring wendel,57350
21701,troisfontaines,57870
21702,richeval,57830
21703,morhange,57340
21704,vahl les benestroff,57670
21705,manderen,57480
21706,tromborn,57320
21707,oberdorff,57320
21708,ennery,57365
21709,bassing,57260
21710,morville sur nied,57590
21711,laumesfeld,57480
21712,brettnach,57320
21713,rettel,57480
21714,merschweiller,57480
21715,yutz,57970
21716,argancy,57640
21717,danne et quatre vents,57370
21718,remilly,57580
21719,brouviller,57119
21720,montois la montagne,57860
21721,vallerange,57340
21722,cocheren,57800
21723,colmen,57320
21724,hilsprich,57510
21725,baerenthal,57230
21726,wiesviller,57200
21727,pettoncourt,57170
21728,gros rederching,57410
21729,benestroff,57670
21730,willerwald,57430
21731,brehain,57340
21732,bellange,57340
21733,nelling,57670
21734,hannocourt,57590
21735,cattenom,57570
21736,mey,57070
21737,bambiderstroff,57690
21738,morsbach,57600
21739,rimling,57136
21740,bisten en lorraine,57220
21741,vigny,57420
21742,rolbing,57720
21743,blies guersviller,57200
21744,schwerdorff,57320
21745,pournoy la chetive,57420
21746,boulange,57113
21747,oron,57590
21748,saint privat la montagne,57124
21749,saint jean kourtzerode,57370
21750,donjeux,57590
21751,boulay moselle,57220
21752,ars laquenexy,57530
21753,hultehouse,57820
21754,wittring,57137
21755,insviller,57670
21756,lixheim,57119
21757,arraincourt,57380
21758,moncheux,57420
21759,saint louis,57820
21760,tragny,57580
21761,petit rederching,57410
21762,neunkirchen les bouzonville,57320
21763,hanviller,57230
21764,bebing,57830
21765,varize,57220
21766,florange,57190
21767,berviller en moselle,57550
21768,tritteling redlach,57114
21769,morville les vic,57170
21770,waldhouse,57720
21771,ranguevaux,57700
21772,lening,57670
21773,nitting,57790
21774,bousbach,57460
21775,budling,57110
21776,koenigsmacker,57110
21777,vitry sur orne,57120
21778,kirviller,57430
21779,hestroff,57320
21780,ritzing,57480
21781,alzing,57320
21782,rodemack,57570
21783,etting,57410
21784,zoufftgen,57330
21785,chanville,57580
21786,porcelette,57890
21787,saint hubert,57640
21788,chemery les deux,57320
21789,berling,57370
21790,goin,57420
21791,gavisse,57570
21792,viller,57340
21793,antilly,57640
21794,gremecey,57170
21795,launstroff,57480
21796,montbronn,57410
21797,charly oradour,57640
21798,sarraltroff,57400
21799,soucht,57960
21800,waldwisse,57480
21801,romelfing,57930
21802,montenach,57480
21803,pierrevillers,57120
21804,le ban saint martin,57050
21805,volstroff,57940
21806,adaincourt,57580
21807,veckersviller,57370
21808,kuntzig,57110
21809,luppy,57580
21810,bibiche,57320
21811,pournoy la grasse,57420
21812,amneville,57360
21813,marimont les benestroff,57670
21814,seremange erzange,57290
21815,aulnois sur seille,57590
21816,elzange,57110
21817,bouzonville,57320
21818,gerbecourt,57170
21819,ay sur moselle,57300
21820,charleville sous bois,57220
21821,mondelange,57300
21822,uckange,57270
21823,bettelainville,57640
21824,haute vigneulles,57690
21825,suisse,57340
21826,schoeneck,57350
21827,zarbeling,57340
21828,nouilly,57117
21829,jussy,57130
21830,forbach,57600
21831,macheren,57730
21832,montdidier,57670
21833,villing,57550
21834,le val de gueblange,57430
21835,saulny,57140
21836,feves,57210
21837,servigny les sainte barbe,57640
21838,courcelles sur nied,57530
21839,bronvaux,57159
21840,rosselange,57780
21841,rohrbach les bitche,57410
21842,hargarten aux mines,57550
21843,woippy,57140
21844,landange,57830
21845,nousseviller les bitche,57720
21846,francaltroff,57670
21847,momerstroff,57220
21848,woelfling les sarreguemines,57200
21849,moulins les metz,57160
21850,boustroff,57380
21851,tressange,57710
21852,gondrexange,57142
21853,la maxe,57140
21854,lengelsheim,57720
21855,schneckenbusch,57400
21856,vry,57640
21857,denting,57220
21858,vic sur seille,57630
21859,freyming merlebach,57800
21860,sainte ruffine,57130
21861,lesse,57580
21862,narbefontaine,57220
21863,remering les puttelange,57510
21864,amelecourt,57170
21865,barchain,57830
21866,pontpierre,57380
21867,siersthal,57410
21868,hartzviller,57870
21869,liehon,57420
21870,brouck,57220
21871,orny,57420
21872,evrange,57570
21873,molring,57670
21874,kerbach,57460
21875,flocourt,57580
21876,manhoue,57590
21877,illange,57110
21878,rodalbe,57340
21879,lezey,57630
21880,l hopital,57490
21881,waldweistroff,57320
21882,burlioncourt,57170
21883,tenteling,57980
21884,malling,57480
21885,zimming,57690
21886,alsting,57520
21887,heining les bouzonville,57320
21888,peltre,57245
21889,holacourt,57380
21890,plaine de walsch,57870
21891,kerprich aux bois,57830
21892,gosselming,57930
21893,marthille,57340
21894,jury,57245
21895,rozerieulles,57160
21896,kappelkinger,57430
21897,pontoy,57420
21898,plesnois,57140
21899,amanvillers,57111
21900,fossieux,57590
21901,cutting,57260
21902,pevange,57340
21903,metzing,57980
21904,petit tenquin,57660
21905,hellimer,57660
21906,racrange,57340
21907,puttelange les thionville,57570
21908,vionville,57130
21909,aube,57580
21910,vantoux,57070
21911,enchenberg,57410
21912,saint jean de bassel,57930
21913,entrange,57330
21914,metz,57000-57050-57070
21915,russange,57390
21916,chailly les ennery,57365
21917,lindre basse,57260
21918,maizeroy,57530
21919,blanche eglise,57260
21920,guebestroff,57260
21921,vescheim,57370
21922,thicourt,57380
21923,wintersbourg,57119
21924,oberstinzel,57930
21925,diffembach les hellimer,57660
21926,montoy flanville,57645
21927,noveant sur moselle,57680
21928,hilbesheim,57400
21929,pouilly,57420
21930,sillegny,57420
21931,lucy,57590
21932,sanry sur nied,57530
21933,arry,57680
21934,guebling,57260
21935,juville,57590
21936,vaxy,57170
21937,puzieux,57590
21938,alaincourt la cote,57590
21939,conthil,57340
21940,hombourg haut,57470
21941,angevillers,57440
21942,frauenberg,57200
21943,veckring,57920
21944,rhodes,57810
21945,gorze,57680
21946,klang,57920
21947,vergaville,57260
21948,maizery,57530
21949,jouy aux arches,57130
21950,harreberg,57870
21951,redange,57390
21952,hommert,57870
21953,clouange,57120
21954,fremery,57590
21955,secourt,57420
21956,voelfling les bouzonville,57320
21957,hayange,57700
21958,ommeray,57810
21959,heming,57830
21960,lagarde,57810
21961,remeling,57480
21962,les etangs,57530
21963,talange,57525
21964,silly sur nied,57530
21965,chenois,57580
21966,lorquin,57790
21967,berg sur moselle,57570
21968,fameck,57290
21969,remelfing,57200
21970,avricourt,57810
21971,marange zondrange,57690
21972,arriance,57580
21973,achen,57410
21974,schweyen,57720
21975,holving,57510
21976,petite rosselle,57540
21977,tarquimpol,57260
21978,riche,57340
21979,hambach,57910
21980,lessy,57160
21981,failly,57640
21982,diane capelle,57830
21983,altviller,57730
21984,conde northen,57220
